image,gender,occasion,full_body,lower_body,upper_body,outerwear,colour_bottom,colour_top,neckline,upper_body_length,lower_body_length,closure_type,sleeve_length,full_body_bbox,upper_body_bbox,lower_body_bbox
Travel378,female,Travel,dress,nan,nan,nan,nan,multi,v_neck,thigh_length,nan,pullover,three_quarter,"[474.49847, 582.06995, 735.6812, 960.6552]",nan,nan
Travel379,female,Travel,dress,nan,nan,nan,nan,blue,round_neck,thigh_length,nan,pullover,sleeveless,"[435.08792, 527.1307, 683.5251, 950.41223]",nan,nan
Travel380,male,Travel,nan,shorts,shirt_blouse,nan,blue,multi,collar,hip_length,thigh_length,button,short,nan,"[690.3517, 920.67975, 1699.9937, 2156.3625]","[757.7119, 1895.1757, 1610.9648, 2591.5642]"
Travel381,female,Travel,nan,pants/trousers,top_others,nan,black,white,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[461.7974, 309.80078, 647.6487, 521.0994]","[450.15604, 490.44296, 650.9959, 886.5578]"
Travel382,female,Travel,nan,leggings,tank_top,nan,black,black,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[177.41142, 412.57123, 399.2928, 741.59125]","[180.84492, 653.4679, 491.2407, 1070.6454]"
Travel384,female,Travel,nan,skirt,sweater,coat,black,purple,turtleneck,hip_length,thigh_length,pullover,long,nan,"[93.92266, 232.73268, 454.93295, 828.6041]","[361.72733, 649.4128, 523.282, 843.0]"
Travel385,female,Travel,dress,nan,nan,nan,nan,black,round_neck,thigh_length,nan,pullover,sleeveless,"[216.69844, 293.65314, 513.5803, 848.54193]",nan,nan
Travel386,male,Travel,nan,shorts,tank_top,nan,black,green,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[909.2124, 1120.3859, 1425.9303, 2128.3667]","[921.2246, 2087.874, 1418.9481, 2516.691]"
Travel387,male,Travel,nan,pants/trousers,t_shirt,coat,silver,white,round_neck,hip_length,full_length,pullover,long,nan,"[410.76062, 197.8553, 969.89984, 676.00635]","[247.1108, 584.33154, 803.73517, 1016.97516]"
Travel388,male,Travel,nan,shorts,shirt_blouse,nan,white,multi,collar,hip_length,knee_length,button,short,nan,"[137.31992, 175.61256, 563.1683, 493.2222]","[182.55605, 459.79865, 486.032, 635.1734]"
Travel389,female,Travel,nan,jeans,top_others,blazer,blue,silver,round_neck,hip_length,calf_length,pullover,long,nan,"[326.6304, 352.71823, 752.54724, 844.5406]","[381.6919, 556.7791, 607.3149, 1136.8826]"
Travel390,female,Travel,dress,nan,nan,nan,nan,yellow,v_neck,below_knee,nan,pullover,sleeveless,"[490.63754, 639.67786, 749.41046, 1071.6023]",nan,nan
Travel391,male,Travel,nan,pants/trousers,t_shirt,nan,white,brown,round_neck,hip_length,full_length,pullover,short,nan,"[508.58395, 531.84314, 718.7636, 832.3268]","[478.5577, 813.2562, 678.9367, 1171.7188]"
Travel392,male,Travel,nan,pants/trousers,t_shirt,nan,white,multi,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[163.80054, 121.091354, 355.61432, 342.54266]","[190.48972, 308.54428, 319.64502, 537.3732]"
Travel393,male,Travel,nan,shorts,t_shirt,blazer,white,white,round_neck,hip_length,knee_length,pullover,three_quarter,nan,"[199.09076, 84.11898, 318.77737, 251.72726]","[209.65277, 224.08861, 293.09088, 311.27127]"
Travel394,male,Travel,nan,jeans,t_shirt,nan,blue,black,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[171.38963, 152.25127, 442.70782, 420.77768]","[235.52043, 410.20645, 415.30945, 804.83044]"
Travel395,male,Travel,nan,shorts,sweatshirt_hoodies,nan,blue,grey,hooded,hip_length,thigh_length,pullover,long,nan,"[158.16139, 154.08511, 325.61816, 350.79745]","[192.86476, 322.92108, 314.37292, 415.48737]"
Travel396,male,Travel,nan,shorts,t_shirt,nan,multi,green,v_neck,hip_length,knee_length,pullover,three_quarter,nan,"[154.44882, 122.31056, 400.32526, 398.40958]","[371.6864, 409.52188, 481.9922, 650.9332]"
Travel397,male,Travel,nan,jeans,t_shirt,nan,blue,navy,collar,hip_length,full_length,button,short,nan,"[138.6004, 129.00943, 346.3197, 362.17627]","[188.17177, 355.19574, 339.39355, 658.68005]"
Travel398,female,Travel,nan,jeans,top_others,coat,black,black,v_neck,hip_length,full_length,pullover,three_quarter,nan,"[121.285126, 249.1609, 321.90744, 559.9043]","[156.5757, 370.9714, 255.35062, 617.0378]"
Travel399,female,Travel,nan,skirt,t_shirt,nan,yellow,white,v_neck,hip_length,thigh_length,pullover,short,nan,"[190.42351, 160.31775, 318.88535, 273.7347]","[164.80843, 160.66795, 240.91187, 412.84915]"
Travel400,male,Travel,nan,athletic_pants,t_shirt,nan,white,grey,round_neck,hip_length,full_length,pullover,short,nan,"[158.91345, 157.62631, 297.59598, 303.0071]","[162.31003, 279.60583, 292.36685, 514.5601]"
Travel401,female,Travel,dress,nan,nan,nan,nan,white,v_neck,thigh_length,nan,pullover,sleeveless,"[188.88945, 128.37126, 317.2504, 350.12085]",nan,nan
Travel402,male,Travel,nan,shorts,shirt_blouse,nan,green,multi,collar,hip_length,knee_length,button,short,nan,"[109.57931, 106.83197, 324.3011, 380.07983]","[116.023026, 349.9049, 294.2148, 488.85013]"
Travel403,male,Travel,nan,pants/trousers,t_shirt,coat,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[87.30243, 179.76424, 311.06458, 491.12466]","[140.0398, 354.66455, 254.71469, 591.9005]"
Travel404,male,Travel,nan,shorts,tank_top,nan,blue,white,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[192.28615, 194.9191, 289.54797, 352.86212]","[142.16335, 340.40732, 205.35088, 459.25748]"
Travel405,male,Travel,nan,athletic_pants,sweater,nan,black,black,turtleneck,hip_length,full_length,pullover,long,nan,"[229.7204, 183.64682, 342.9241, 282.87262]","[244.391, 274.03024, 343.48, 477.62573]"
Travel406,male,Travel,nan,pants/trousers,t_shirt,jacket,black,black,v_neck,hip_length,full_length,pullover,long,nan,"[133.62943, 122.3636, 365.00467, 368.56808]","[189.48468, 314.77847, 327.37634, 603.4284]"
Travel407,female,Travel,nan,skirt,top_others,nan,white,white,off_shoulder,crop,full_length,pullover,short,nan,"[192.18507, 251.77206, 220.9019, 269.41653]","[152.04517, 363.46545, 261.11246, 637.4145]"
Travel408,female,Travel,nan,shorts,top_others,nan,blue,multi,off_shoulder,crop,extra_short,pullover,short,nan,"[134.23622, 293.83017, 315.6064, 413.41937]","[130.13533, 392.87488, 315.618, 548.9526]"
Travel409,female,Travel,nan,pants/trousers,t_shirt,blazer,white,black,round_neck,hip_length,full_length,pullover,long,nan,"[105.24875, 126.10905, 372.1555, 473.83658]","[135.94337, 342.9867, 322.60156, 741.0602]"
Travel410,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,navy,round_neck,hip_length,full_length,button,three_quarter,nan,"[93.28683, 264.52542, 364.71848, 530.97894]","[136.7327, 524.7351, 329.33688, 957.9402]"
Travel411,female,Travel,nan,pants/trousers,sweater,coat,black,navy,turtleneck,hip_length,full_length,pullover,long,nan,"[157.5735, 299.18304, 300.4747, 475.90637]","[174.06393, 426.99387, 288.15106, 611.51245]"
Travel412,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,grey,collar,hip_length,full_length,button,three_quarter,nan,"[103.271996, 161.66234, 356.6677, 400.75778]","[136.98242, 380.6002, 313.59125, 720.2127]"
Travel413,female,Travel,nan,shorts,shirt_blouse,nan,blue,pink,round_neck,hip_length,extra_short,button,long,nan,"[184.88025, 227.05978, 336.62088, 397.9906]","[146.72726, 281.47922, 228.05167, 427.42752]"
Travel414,male,Travel,nan,athletic_pants,tank_top,nan,black,white,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[185.62854, 159.39548, 285.40656, 321.87534]","[182.94379, 298.52032, 285.60526, 524.51416]"
Travel415,male,Travel,nan,pants/trousers,t_shirt,blazer,red,brown,round_neck,hip_length,full_length,pullover,long,nan,"[148.30402, 111.611755, 388.81726, 409.48886]","[175.75194, 347.78656, 338.09207, 682.03723]"
Travel416,male,Travel,nan,athletic_pants,t_shirt,nan,grey,white,round_neck,hip_length,full_length,pullover,short,nan,"[165.22324, 129.25067, 306.90692, 342.75177]","[155.57658, 319.46674, 288.71228, 591.1702]"
Travel417,male,Travel,nan,shorts,t_shirt,nan,white,blue,round_neck,hip_length,thigh_length,pullover,short,nan,"[182.23022, 71.51844, 307.54407, 216.82063]","[330.90094, 92.93048, 424.00162, 198.31252]"
Travel418,female,Travel,nan,skirt,tank_top,nan,blue,multi,round_neck,hip_length,extra_short,pullover,sleeveless,nan,"[192.20172, 190.35135, 285.54257, 304.11353]","[176.87262, 194.20065, 289.0491, 394.3753]"
Travel419,female,Travel,nan,pants/trousers,t_shirt,blazer,grey,grey,round_neck,hip_length,full_length,pullover,long,nan,"[154.70229, 107.53778, 448.64935, 385.33334]","[195.16376, 292.20493, 407.24225, 642.09515]"
Travel420,male,Travel,nan,jeans,sweatshirt_hoodies,jacket,navy,grey,hooded,hip_length,full_length,pullover,long,nan,"[152.77014, 190.3228, 327.109, 390.69873]","[205.18132, 382.76007, 377.52298, 610.2865]"
Travel421,male,Travel,nan,shorts,shirt_blouse,nan,red,white,collar,hip_length,thigh_length,button,three_quarter,nan,"[159.10625, 186.50713, 313.5526, 406.30298]","[167.6585, 369.45135, 285.5536, 456.93924]"
Travel422,male,Travel,nan,jeans,t_shirt,blazer,grey,white,v_neck,hip_length,full_length,pullover,long,nan,"[120.38702, 120.22395, 318.5279, 413.50833]","[155.1475, 360.43048, 281.76312, 655.55347]"
Travel423,male,Travel,nan,shorts,shirt_blouse,nan,white,red,collar,hip_length,thigh_length,button,short,nan,"[83.86162, 92.46534, 242.56729, 261.04105]","[101.53122, 233.83145, 200.08675, 309.39072]"
Travel424,male,Travel,nan,shorts,t_shirt,nan,white,purple,round_neck,hip_length,knee_length,pullover,short,nan,"[66.46685, 50.24012, 165.39499, 146.14069]","[75.648796, 136.15744, 150.55249, 218.79149]"
Travel425,male,Travel,nan,pants/trousers,shirt_blouse,nan,yellow,black,collar,hip_length,full_length,button,long,nan,"[41.13695, 155.63297, 220.96532, 394.44397]","[82.763535, 364.62244, 220.86604, 633.6239]"
Travel426,male,Travel,nan,shorts,tank_top,nan,brown,navy,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[177.461, 169.22867, 294.80624, 379.48618]","[176.68547, 351.25537, 299.49905, 492.94998]"
Travel427,male,Travel,nan,jeans,t_shirt,jacket,blue,white,round_neck,hip_length,full_length,pullover,long,nan,"[138.39398, 91.71832, 381.4802, 326.5093]","[181.12006, 314.28976, 320.78113, 570.59595]"
Travel428,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,brown,collar,hip_length,full_length,button,three_quarter,nan,"[120.26206, 129.25983, 392.64447, 334.56635]","[158.28946, 290.9734, 312.50476, 623.43243]"
Travel429,male,Travel,nan,shorts,shirt_blouse,nan,black,blue,collar,hip_length,knee_length,button,three_quarter,nan,"[170.95753, 116.73031, 375.0324, 361.83243]","[209.47234, 326.59427, 354.9101, 416.49814]"
Travel430,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,multi,collar,hip_length,full_length,button,short,nan,"[88.73746, 187.83398, 216.42546, 336.4702]","[113.32206, 316.34225, 213.0217, 521.70953]"
Travel431,male,Travel,nan,pants/trousers,shirt_blouse,nan,black,navy,collar,hip_length,full_length,button,three_quarter,nan,"[158.96458, 135.76508, 344.43423, 399.9996]","[205.85089, 361.70703, 335.24057, 613.97736]"
Travel432,male,Travel,nan,athletic_pants,t_shirt,nan,black,red,round_neck,hip_length,full_length,pullover,short,nan,"[37.217117, 115.86281, 233.07027, 359.50842]","[55.71818, 334.67908, 200.51645, 619.82916]"
Travel433,female,Travel,nan,pants/trousers,top_others,nan,white,navy,off_shoulder,hip_length,full_length,pullover,short,nan,"[148.7247, 236.70908, 329.40076, 381.0703]","[171.02097, 373.13147, 284.35196, 618.3993]"
Travel434,female,Travel,nan,leggings,sweatshirt_hoodies,nan,black,silver,hooded,hip_length,full_length,pullover,long,nan,"[244.62778, 246.4222, 359.98883, 418.24048]","[228.87581, 394.5635, 335.503, 577.2393]"
Travel435,male,Travel,nan,jeans,shirt_blouse,nan,black,grey,collar,hip_length,full_length,button,three_quarter,nan,"[172.6259, 90.90001, 307.71497, 249.43425]","[190.2837, 214.05539, 289.72766, 413.133]"
Travel436,male,Travel,nan,shorts,t_shirt,nan,blue,white,round_neck,hip_length,knee_length,pullover,short,nan,"[150.06856, 179.20593, 295.12973, 379.5504]","[167.84554, 376.29648, 297.5426, 494.63022]"
Travel437,female,Travel,nan,skirt,tank_top,nan,multi,grey,round_neck,hip_length,full_length,pullover,sleeveless,nan,"[303.70297, 334.2575, 402.87082, 545.51666]","[154.5332, 441.67538, 328.45572, 709.67004]"
Travel438,male,Travel,nan,shorts,t_shirt,nan,black,white,v_neck,hip_length,knee_length,pullover,short,nan,"[154.44896, 149.72083, 331.56158, 369.7812]","[169.28706, 353.02264, 312.9066, 469.65814]"
Travel439,female,Travel,nan,pants/trousers,t_shirt,nan,white,navy,round_neck,hip_length,full_length,pullover,short,nan,"[159.71323, 203.22057, 296.14404, 381.16888]","[149.18028, 341.94778, 261.67517, 543.5839]"
Travel440,male,Travel,nan,shorts,shirt_blouse,nan,black,multi,collar,hip_length,thigh_length,button,short,nan,"[249.20926, 115.55684, 448.36078, 376.37354]","[233.02843, 331.63663, 392.7482, 452.46555]"
Travel441,male,Travel,nan,shorts,shirt_blouse,nan,pink,yellow,round_neck,hip_length,thigh_length,pullover,short,nan,"[144.2258, 147.13583, 313.4938, 421.87515]","[162.33606, 358.95676, 293.43973, 450.1953]"
Travel442,female,Travel,nan,shorts,top_others,jacket,brown,white,v_neck,hip_length,extra_short,pullover,long,nan,"[173.97168, 119.245094, 340.55246, 321.00546]","[217.28355, 226.78247, 317.60638, 328.72824]"
Travel443,female,Travel,nan,jeans,t_shirt,nan,blue,red,round_neck,hip_length,calf_length,pullover,short,nan,"[203.69522, 106.36976, 398.09094, 262.24545]","[188.39908, 255.96997, 342.7732, 558.9899]"
Travel444,male,Travel,nan,pants/trousers,t_shirt,jacket,brown,black,round_neck,hip_length,full_length,pullover,long,nan,"[156.48491, 124.64222, 366.17905, 359.9441]","[187.52148, 331.155, 341.30307, 653.195]"
Travel445,female,Travel,dress,nan,nan,nan,nan,white,off_shoulder,thigh_length,nan,pullover,short,"[152.45294, 213.71439, 307.95148, 433.46622]",nan,nan
Travel446,female,Travel,nan,skirt,top_others,nan,multi,white,halter_neck,crop,full_length,pullover,sleeveless,nan,"[172.47159, 311.33847, 336.00803, 635.65173]","[126.10641, 420.5418, 194.19403, 593.7309]"
Travel447,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,three_quarter,nan,"[61.148304, 127.54389, 339.73932, 425.8116]","[139.76555, 376.182, 294.105, 690.0]"
Travel448,male,Travel,nan,shorts,shirt_blouse,nan,white,pink,collar,hip_length,knee_length,button,short,nan,"[145.14539, 135.64911, 308.33817, 384.94855]","[160.48245, 346.69986, 288.8727, 478.43375]"
Travel449,male,Travel,nan,shorts,t_shirt,blazer,white,blue,v_neck,hip_length,knee_length,pullover,long,nan,"[110.16826, 172.10657, 334.6227, 492.2104]","[120.631584, 407.4416, 299.9561, 580.1842]"
Travel450,female,Travel,nan,leggings,shirt_blouse,nan,black,white,collar,hip_length,full_length,button,three_quarter,nan,"[99.139145, 123.89963, 222.17004, 265.80255]","[125.911255, 242.29623, 196.73738, 422.5159]"
Travel451,male,Travel,nan,pants/trousers,t_shirt,jacket,green,black,round_neck,hip_length,full_length,pullover,long,nan,"[114.57367, 95.60682, 321.64798, 330.52155]","[172.06544, 309.3158, 306.18713, 563.3098]"
Travel452,male,Travel,nan,jeans,t_shirt,coat,blue,white,round_neck,hip_length,full_length,pullover,long,nan,"[141.76526, 75.4772, 316.01086, 319.07565]","[171.7601, 243.05615, 269.96347, 435.52432]"
Travel453,male,Travel,nan,pants/trousers,t_shirt,nan,green,black,round_neck,hip_length,full_length,pullover,short,nan,"[103.62165, 106.532486, 267.2515, 298.48108]","[127.11523, 285.6102, 255.06137, 521.5642]"
Travel454,male,Travel,nan,shorts,shirt_blouse,nan,brown,multi,collar,hip_length,knee_length,button,short,nan,"[80.212326, 127.52859, 356.64127, 486.6924]","[136.66057, 440.51907, 349.79724, 599.40295]"
Travel455,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,white,collar,hip_length,full_length,button,three_quarter,nan,"[135.40627, 157.19365, 313.89703, 422.11234]","[145.44977, 386.0906, 295.17285, 611.7972]"
Travel456,male,Travel,nan,jeans,t_shirt,blazer,navy,grey,round_neck,hip_length,full_length,pullover,long,nan,"[159.81326, 153.03859, 303.12866, 339.20755]","[84.02274, 305.69653, 178.43274, 562.12537]"
Travel457,male,Travel,nan,shorts,shirt_blouse,nan,blue,white,collar,hip_length,knee_length,button,three_quarter,nan,"[55.208893, 314.65155, 416.4124, 727.8396]","[134.1999, 655.88055, 354.33878, 886.29175]"
Travel458,male,Travel,nan,shorts,t_shirt,nan,brown,green,round_neck,hip_length,knee_length,pullover,short,nan,"[138.15244, 117.34476, 329.48373, 338.29788]","[133.70279, 340.54913, 279.49036, 501.36203]"
Travel459,male,Travel,nan,jeans,t_shirt,nan,grey,white,round_neck,hip_length,full_length,pullover,short,nan,"[133.9576, 166.16963, 300.58838, 374.05786]","[172.7476, 351.51993, 320.40558, 613.9101]"
Travel460,female,Travel,nan,jeans,shirt_blouse,nan,blue,blue,collar,hip_length,full_length,button,short,nan,"[155.43578, 186.1789, 312.35013, 455.5582]","[163.82826, 348.9208, 303.00208, 639.0361]"
Travel461,male,Travel,nan,shorts,tank_top,nan,brown,black,round_neck,hip_length,thigh_length,pullover,sleeveless,nan,"[169.37335, 173.68777, 261.0649, 303.08255]","[166.35564, 295.92627, 242.45384, 349.80582]"
Travel462,male,Travel,nan,athletic_pants,shirt_blouse,jacket,white,white,collar,hip_length,full_length,button,three_quarter,nan,"[148.55473, 77.812195, 313.32596, 305.802]","[169.77478, 240.51614, 307.05527, 527.7025]"
Travel463,female,Travel,dress,nan,nan,nan,nan,green,round_neck,thigh_length,nan,pullover,sleeveless,"[168.88123, 169.57889, 327.3403, 333.37915]",nan,nan
Travel464,female,Travel,nan,skirt,top_others,nan,pink,red,off_shoulder,crop,full_length,pullover,short,nan,"[106.24002, 280.9952, 295.73526, 644.2906]","[181.7304, 392.76648, 321.1123, 533.57635]"
Travel465,male,Travel,nan,pants/trousers,shirt_blouse,nan,white,white,collar,hip_length,full_length,button,three_quarter,nan,"[138.52368, 141.84047, 319.0033, 391.5431]","[166.06993, 355.31366, 282.10907, 617.09705]"
Travel466,female,Travel,nan,shorts,t_shirt,nan,brown,white,round_neck,hip_length,thigh_length,pullover,short,nan,"[141.57208, 137.30876, 344.9908, 287.85016]","[161.16142, 266.85535, 311.39404, 415.91028]"
Travel467,male,Travel,nan,pants/trousers,t_shirt,coat,black,brown,round_neck,hip_length,full_length,pullover,long,nan,"[234.61336, 76.78778, 360.24255, 234.69249]","[217.60274, 212.78311, 329.1823, 410.13925]"
Travel468,female,Travel,nan,shorts,top_others,nan,white,white,v_neck,hip_length,extra_short,pullover,sleeveless,nan,"[173.82147, 155.73459, 310.20914, 378.40427]","[172.17848, 340.58655, 293.84363, 392.125]"
Travel469,male,Travel,nan,pants/trousers,sweater,jacket,black,black,turtleneck,hip_length,full_length,pullover,long,nan,"[153.95778, 151.11885, 340.69635, 400.28094]","[166.83946, 367.0335, 335.38333, 635.9447]"
Travel470,male,Travel,nan,jeans,t_shirt,blazer,blue,silver,round_neck,hip_length,full_length,pullover,three_quarter,nan,"[147.1416, 70.0941, 294.29446, 253.55643]","[98.59213, 250.41864, 198.35359, 426.35852]"
Travel471,female,Travel,nan,shorts,tank_top,nan,grey,white,round_neck,hip_length,extra_short,pullover,sleeveless,nan,"[249.24791, 343.15143, 339.56537, 437.32855]","[257.48547, 425.8989, 350.05865, 505.06577]"
Travel472,female,Travel,dress,nan,nan,nan,nan,black,halter_neck,knee_length,nan,pullover,sleeveless,"[231.40977, 363.2033, 348.6123, 504.85364]",nan,nan
Travel473,male,Travel,nan,shorts,shirt_blouse,nan,multi,white,collar,hip_length,knee_length,button,long,nan,"[69.2144, 107.01872, 305.2847, 414.41672]","[112.17932, 389.87448, 296.4137, 509.9397]"
Travel474,male,Travel,nan,pants/trousers,shirt_blouse,nan,silver,white,collar,hip_length,full_length,button,three_quarter,nan,"[157.99242, 169.58206, 370.23877, 526.24225]","[163.64336, 537.56915, 341.5932, 945.4203]"
Travel475,male,Travel,nan,shorts,shirt_blouse,nan,black,green,collar,hip_length,knee_length,button,three_quarter,nan,"[187.74612, 344.93683, 356.03586, 605.11945]","[195.45168, 550.29944, 317.5253, 716.32996]"
Travel476,male,Travel,nan,shorts,tank_top,nan,blue,multi,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[152.85341, 171.88684, 303.15735, 409.90262]","[139.26476, 383.64734, 309.35828, 538.4135]"
Travel477,female,Travel,nan,leggings,t_shirt,jacket,black,black,round_neck,hip_length,full_length,pullover,long,nan,"[226.52646, 98.8457, 386.99622, 322.3014]","[240.80635, 237.69804, 342.02618, 461.27277]"
Travel478,male,Travel,nan,pants/trousers,t_shirt,nan,black,navy,v_neck,hip_length,full_length,pullover,long,nan,"[113.74418, 120.12852, 332.56973, 326.6019]","[164.57593, 298.9874, 282.8758, 616.4323]"
Travel479,male,Travel,nan,shorts,shirt_blouse,nan,yellow,white,collar,hip_length,thigh_length,button,short,nan,"[116.83758, 125.29443, 390.89966, 420.76932]","[176.38362, 372.30002, 348.4085, 504.97446]"
Travel480,male,Travel,nan,pants/trousers,sweatshirt_hoodies,nan,green,green,hooded,hip_length,full_length,button,long,nan,"[85.02466, 97.7937, 304.72696, 369.39713]","[116.190025, 339.93164, 263.093, 629.37006]"
Travel481,male,Travel,nan,shorts,shirt_blouse,nan,white,grey,collar,hip_length,knee_length,button,three_quarter,nan,"[154.06915, 91.17916, 343.74088, 308.1477]","[173.65149, 279.23853, 297.04453, 416.35297]"
Travel482,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,multi,collar,hip_length,full_length,button,three_quarter,nan,"[160.8422, 82.347046, 317.98398, 249.7462]","[171.74722, 229.83344, 286.29504, 500.91553]"
Travel483,female,Travel,nan,jeans,t_shirt,jacket,navy,brown,round_neck,hip_length,full_length,pullover,long,nan,"[81.12568, 185.40059, 354.44626, 545.21643]","[115.72294, 450.29218, 316.6001, 964.94006]"
Travel484,male,Travel,nan,shorts,t_shirt,nan,brown,black,round_neck,hip_length,knee_length,pullover,short,nan,"[301.2862, 165.35104, 686.28534, 595.6739]","[340.00464, 575.4681, 611.65283, 966.0]"
Travel485,male,Travel,nan,shorts,shirt_blouse,nan,navy,white,collar,hip_length,knee_length,button,three_quarter,nan,"[105.23782, 332.09222, 368.3201, 655.0805]","[134.33693, 625.9893, 334.80106, 847.97906]"
Travel486,male,Travel,nan,pants/trousers,shirt_blouse,nan,brown,blue,collar,hip_length,full_length,button,short,nan,"[422.43732, 242.77864, 658.85547, 512.0038]","[450.30637, 485.69867, 623.4331, 894.13684]"
Travel487,female,Travel,dress,nan,nan,nan,nan,white,round_neck,knee_length,nan,pullover,sleeveless,"[80.09497, 122.321686, 180.4339, 290.3631]",nan,nan
Travel488,male,Travel,nan,pants/trousers,shirt_blouse,nan,grey,blue,round_neck,hip_length,full_length,button,short,nan,"[148.27522, 86.03159, 335.03714, 244.89241]","[173.28835, 235.62555, 305.45804, 505.4313]"
Travel489,male,Travel,nan,jeans,shirt_blouse,nan,blue,multi,collar,hip_length,full_length,button,short,nan,"[150.69522, 161.65723, 349.6408, 396.63547]","[174.36192, 375.4026, 302.37268, 635.1188]"
Travel490,female,Travel,jump_suit,nan,nan,nan,nan,white,round_neck,below_knee,nan,pullover,sleeveless,"[121.04895, 177.99905, 307.7761, 496.28638]",nan,nan
Travel491,male,Travel,nan,jeans,shirt_blouse,nan,blue,white,collar,hip_length,full_length,button,three_quarter,nan,"[175.66035, 128.43428, 359.55072, 395.1149]","[149.57648, 361.41486, 417.87534, 655.7986]"
Travel492,male,Travel,nan,jeans,sweater,nan,grey,purple,round_neck,hip_length,full_length,pullover,long,nan,"[159.90237, 162.28642, 320.5037, 397.82886]","[171.40854, 382.91833, 297.90445, 606.96246]"
Travel493,male,Travel,nan,pants/trousers,t_shirt,nan,brown,navy,v_neck,hip_length,full_length,pullover,short,nan,"[165.34889, 158.3458, 344.03375, 343.52792]","[181.03346, 333.71594, 310.3997, 620.021]"
Travel494,female,Travel,dress,nan,nan,nan,nan,white,round_neck,thigh_length,nan,pullover,long,"[177.37679, 176.55138, 378.07574, 377.68518]",nan,nan
Travel495,female,Travel,dress,nan,nan,nan,nan,black,round_neck,knee_length,nan,pullover,sleeveless,"[205.40154, 201.02362, 329.48825, 469.2701]",nan,nan
Travel496,female,Travel,dress,nan,nan,nan,nan,purple,halter_neck,thigh_length,nan,pullover,sleeveless,"[97.88684, 221.51207, 218.71402, 442.7601]",nan,nan
Travel497,male,Travel,nan,shorts,shirt_blouse,nan,brown,grey,collar,hip_length,knee_length,button,three_quarter,nan,"[121.2239, 92.08004, 332.24066, 390.80768]","[164.97098, 360.43088, 318.6413, 545.5726]"
Travel498,female,Travel,nan,shorts,top_others,nan,white,green,off_shoulder,thigh_length,thigh_length,pullover,short,nan,"[190.52727, 160.9553, 367.74612, 392.6821]","[195.7926, 332.3902, 351.20264, 406.33914]"
Travel499,female,Travel,nan,leggings,tank_top,jacket,black,blue,round_neck,hip_length,full_length,pullover,long,nan,"[117.16618, 165.44202, 285.7883, 348.14365]","[146.73593, 229.36278, 260.57907, 494.7002]"
Travel500,male,Travel,nan,shorts,shirt_blouse,nan,navy,blue,collar,hip_length,knee_length,button,three_quarter,nan,"[162.13855, 183.4789, 314.10715, 369.32428]","[153.83057, 188.03682, 226.87698, 485.32004]"
Sports1,male,Sports,nan,shorts,tank_top,nan,grey,orange,round_neck,hip_length,knee_length,pullover,sleeveless,nan,"[132.34238, 98.8215, 281.0147, 322.94614]","[145.90112, 313.99332, 318.42386, 473.9426]"
Sports2,male,Sports,nan,shorts,sweatshirt_hoodies,nan,grey,grey,hooded,hip_length,knee_length,zip,long,nan,"[87.2584, 234.88048, 305.57263, 552.6125]","[118.28263, 580.4107, 323.66656, 751.0354]"
Sports3,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,grey,hooded,hip_length,full_length,pullover,long,nan,"[157.099, 72.7145, 325.7591, 337.23648]","[183.55869, 310.00592, 341.329, 516.8281]"
Sports4,male,Sports,nan,athletic_pants,sweatshirt_hoodies,nan,black,silver,hooded,hip_length,full_length,zip,long,nan,"[127.44829, 221.85396, 342.4804, 491.84537]","[139.70668, 466.88968, 280.19528, 700.0522]"
Sports5,male,Sports,nan,athletic_pants,t_shirt,nan,silver,grey,round_neck,hip_length,full_length,pullover,long,nan,"[130.65872, 88.81694, 314.05444, 297.70337]","[140.69838, 272.48343, 312.77695, 528.56836]"
Sports6,male,Sports,nan,athletic_pants,t_shirt,nan,red,white,round_neck,hip_length,full_length,pullover,short,nan,"[139.25755, 87.31964, 311.0593, 282.39493]","[169.43214, 265.42163, 289.22464, 518.93726]"
Sports7,male,Sports,nan,athletic_pants,sweatshirt_hoodies,jacket,silver,silver,hooded,hip_length,full_length,pullover,long,nan,"[117.673615, 108.17472, 344.57584, 388.77423]","[166.1694, 357.5761, 299.83038, 634.6338]"
